bin	seqname	contigLen	totalAvgDepth	contig_%GC
bin.180	Contig56187070	11957.0	35.8	61
bin.180	Contig56528893	5619.0	35.0	63
bin.180	Contig56528898	6610.0	31.8	65
bin.180	Contig56870352	53349.0	45.8	59
bin.180	Contig57044237	5936.0	33.7	60
bin.180	Contig57218158	5274.0	30.0	61
bin.180	Contig58311681	11989.0	30.3	65
bin.180	Contig58311682	7841.0	26.6	66
bin.180	Contig58311683	6583.0	37.9	63
bin.180	Contig58311684	11923.0	34.1	64
bin.180	Contig58497209	10467.0	39.8	64
bin.180	Contig59451301	6685.0	32.4	63
bin.180	Contig59888424	9017.0	29.9	64
bin.180	Contig60227388	18259.0	33.1	64
bin.180	Contig60428187	11092.0	30.6	65
bin.180	Contig60866931	11012.0	28.7	61
bin.180	Contig60895194	9356.0	34.7	60
bin.180	Contig61462709	5396.0	40.9	61
bin.180	Contig61822538	8311.0	32.6	64
bin.180	Contig62402090	9158.0	42.3	58
bin.180	Contig64193433	7004.0	41.0	64
bin.180	Contig65067545	34696.0	31.8	63
bin.180	Contig65310133	8807.0	11.4	58
bin.180	Contig65360878	10166.0	32.4	60
bin.180	Contig66309542	26641.0	31.1	62
bin.180	Contig66309545	8587.0	32.6	61
bin.180	Contig66309547	5345.0	35.0	58
bin.180	Contig67242407	38057.0	30.9	62
bin.180	Contig67430683	8441.0	31.8	64
bin.180	Contig68029303	5061.0	42.5	60
bin.180	Contig68029304	6322.0	38.9	64
bin.180	Contig68131131	14390.0	32.6	62
bin.180	Contig68204786	6913.0	33.3	64
bin.180	Contig68204788	6127.0	34.5	64
bin.180	Contig68391911	7656.0	31.1	64
bin.180	Contig68567413	12560.0	45.3	59
bin.180	Contig70121084	5404.0	38.5	64
bin.180	Contig70121086	6341.0	32.4	63
bin.180	Contig70286161	5190.0	38.8	64
bin.180	Contig70956342	5588.0	28.5	62
bin.180	Contig71076923	7470.0	34.7	64
bin.180	Contig71172225	7528.0	28.1	64
bin.180	Contig71348319	7246.0	33.0	63
bin.180	Contig71479646	6364.0	33.8	58
bin.180	Contig71479647	5914.0	31.3	60
bin.180	Contig71650572	5518.0	36.2	65
bin.180	Contig71690437	14742.0	32.1	64
bin.180	Contig71690439	7332.0	32.4	64
bin.180	Contig71690440	5292.0	32.6	64
bin.180	Contig72465101	10765.0	29.9	64
bin.180	Contig72744991	6046.0	33.9	60
bin.180	Contig73141954	11695.0	21.4	63
bin.180	Contig73851850	10575.0	31.2	59
bin.180	Contig74611904	5676.0	46.9	64
bin.180	Contig74976755	7811.0	32.6	64
bin.180	Contig75226919	5919.0	42.4	61
bin.180	Contig76190706	6795.0	31.2	66
bin.180	Contig76229925	5035.0	42.1	64
bin.180	Contig76358726	6927.0	34.4	59
bin.180	Contig77111428	5090.0	38.4	66
bin.180	Contig77111429	16184.0	33.7	65
bin.180	Contig77311694	7173.0	37.1	63
bin.180	Contig77311697	5622.0	31.0	64
bin.180	Contig77669387	8645.0	40.6	63
bin.180	Contig77669388	23090.0	30.3	64
bin.180	Contig78303340	7110.0	20.3	63
bin.180	Contig78623599	13700.0	29.5	65
bin.180	Contig79172667	6991.0	40.0	64
bin.180	Contig79172668	7193.0	34.1	65
bin.180	Contig79722072	8475.0	35.8	61
bin.180	Contig80931306	7658.0	31.4	58
bin.180	Contig81216321	11508.0	31.9	65
bin.180	Contig81319497	5709.0	42.0	64
bin.180	Contig81319498	6391.0	31.3	62
bin.180	Contig81328432	5092.0	30.8	64
bin.180	Contig81841808	5039.0	31.3	61
bin.180	Contig81841810	11486.0	34.1	61
bin.180	Contig82404496	6208.0	41.4	62
bin.180	Contig82737984	10032.0	32.6	62
bin.180	Contig82945365	7012.0	34.3	65
bin.180	Contig83857629	6239.0	40.2	64
bin.180	Contig83892216	15035.0	21.5	57
bin.180	Contig83951130	7170.0	40.6	60
bin.180	Contig84443950	5173.0	36.5	59
bin.180	Contig85053450	19045.0	29.0	61
bin.180	Contig85272209	6120.0	31.0	61
bin.180	Contig86096637	5392.0	31.5	64
bin.180	Contig86101661	7525.0	29.7	65
bin.180	Contig86990433	6536.0	34.3	63
bin.180	Contig87341923	16533.0	33.3	61
bin.180	Contig88104234	17340.0	30.5	63
bin.180	Contig89468275	35169.0	32.8	62
bin.180	Contig90230869	6931.0	35.0	64
bin.180	Contig90340866	6937.0	31.4	61
bin.180	Contig90340868	18774.0	31.8	64
bin.180	Contig91405538	8330.0	45.5	61
bin.180	Contig92425119	8076.0	34.9	62
bin.180	Contig92425120	5047.0	34.1	65
bin.180	Contig92425125	9437.0	35.3	65
bin.180	Contig92454019	5757.0	43.3	59
bin.180	Contig92830307	6306.0	31.2	64
bin.180	Contig94018858	9078.0	32.8	59
bin.180	Contig94140854	8663.0	33.4	60
bin.180	Contig94726754	7162.0	33.1	60
bin.180	Contig95076129	5224.0	32.6	59
bin.180	Contig95645487	20396.0	27.3	60
bin.180	Contig96570704	5249.0	23.0	64
bin.180	Contig96681093	10209.0	31.5	64
bin.180	Contig96937690	5270.0	31.7	64
bin.180	Contig98320012	10723.0	31.5	65
bin.180	Contig98530537	10271.0	33.5	61
bin.180	Contig99400997	10370.0	31.1	63
bin.180	Contig99494286	16579.0	32.2	64
bin.180	Contig99764106	10500.0	34.5	64
bin.180	Contig100073414	6250.0	40.0	63
bin.180	Contig100073415	17510.0	35.3	64
bin.180	Contig100073419	5155.0	34.6	64
bin.180	Contig100120312	8188.0	18.0	64
bin.180	Contig100465617	5346.0	31.5	61
bin.180	Contig100647017	6654.0	32.7	62
bin.180	Contig100717470	10116.0	30.2	65
bin.180	Contig103128510	17866.0	28.1	59
bin.180	Contig103263729	24231.0	32.7	64
bin.180	Contig103682351	6391.0	35.9	63
bin.180	Contig103687557	15449.0	31.8	65
bin.180	Contig104363794	6304.0	29.7	65
bin.180	Contig104363795	11628.0	32.8	65
bin.180	Contig104563779	10906.0	29.8	61
bin.180	Contig104811044	17492.0	30.5	63
bin.180	Contig105146598	9596.0	30.4	58
bin.180	Contig106524748	8533.0	36.6	61
bin.180	Contig106789838	5631.0	38.4	62
bin.180	Contig106931411	14807.0	31.0	61
bin.180	Contig108076340	11223.0	41.1	62
bin.180	Contig108342259	22470.0	31.5	64
bin.180	Contig109794315	5328.0	29.3	64
bin.180	Contig110272732	6948.0	32.4	64
bin.180	Contig111602917	7829.0	31.9	64
bin.180	Contig112041630	8544.0	33.7	59
bin.180	Contig112237995	10502.0	37.6	60
bin.180	Contig112277221	5332.0	33.4	61
bin.180	Contig114522070	5412.0	33.7	62
bin.180	Contig115336743	6468.0	32.7	63
bin.180	Contig115405972	11239.0	31.9	65
bin.180	Contig116981441	20007.0	33.0	60
bin.180	Contig116981442	8368.0	33.7	63
bin.180	Contig116981445	5414.0	29.0	65
bin.180	Contig117041433	8901.0	31.9	64
bin.180	Contig117111641	8161.0	41.0	59
bin.180	Contig117261201	7489.0	26.1	59
bin.180	Contig117695923	8307.0	30.5	64
bin.180	Contig117701952	6393.0	35.6	59
bin.180	Contig117809163	6373.0	35.8	63
bin.180	Contig118182069	5781.0	31.9	64
bin.180	Contig118328562	18992.0	32.2	63
bin.180	Contig118549113	6818.0	31.5	65
bin.180	Contig119699746	18649.0	32.0	64
bin.180	Contig119825386	5719.0	35.2	63
bin.180	Contig120265048	6301.0	35.0	60
bin.180	Contig120655724	6342.0	32.1	62
bin.180	Contig120655727	6668.0	29.7	65
bin.180	Contig121839043	7490.0	34.6	60
bin.180	Contig121975938	6791.0	31.9	64
bin.180	Contig121975941	6234.0	33.9	64
bin.180	Contig122365127	6472.0	24.3	64
bin.180	Contig122365129	5190.0	21.9	65
bin.180	Contig124068575	7712.0	41.2	63
bin.180	Contig124138432	6201.0	36.0	59
bin.180	Contig124138433	21932.0	30.8	63
bin.180	Contig124899933	11114.0	38.8	61
bin.180	Contig125320291	7570.0	32.5	64
bin.180	Contig125422373	17898.0	30.9	64
bin.180	Contig125422375	11758.0	30.0	63
bin.180	Contig125718666	18159.0	33.4	61
bin.180	Contig126053866	8305.0	32.2	63
bin.180	Contig126527928	8119.0	38.5	60
bin.180	Contig126720196	5508.0	33.7	62
bin.180	Contig127122697	20607.0	30.4	65
bin.180	Contig127579525	6336.0	34.2	64
bin.180	Contig127729618	6490.0	38.6	62
bin.180	Contig127850058	7888.0	32.8	63
bin.180	Contig127928955	13141.0	33.0	62
bin.180	Contig128399305	6515.0	29.7	64
bin.180	Contig128621042	7073.0	32.4	63
bin.180	Contig128621043	8037.0	34.5	64
bin.180	Contig128977921	6418.0	32.9	66
bin.180	Contig129557306	11885.0	48.0	59
bin.180	Contig129635672	7510.0	31.8	64
bin.180	Contig130414869	5857.0	32.3	63
bin.180	Contig130414871	6076.0	30.6	63
bin.180	Contig132025184	13210.0	20.0	65
bin.180	Contig133217231	7305.0	38.8	61
bin.180	Contig133738109	7705.0	32.7	66
bin.180	Contig134261398	5823.0	34.9	66
bin.180	Contig134419979	7689.0	46.8	62
bin.180	Contig134419982	7218.0	46.3	62
bin.180	Contig134815549	11179.0	30.7	61
bin.180	Contig134815550	5504.0	31.1	62
bin.180	Contig134845874	6320.0	36.1	59
bin.180	Contig134931128	13175.0	32.4	64
bin.180	Contig135552752	12330.0	41.9	63
bin.180	Contig135571128	8100.0	29.8	67
bin.180	Contig136285201	7141.0	30.2	65
bin.180	Contig136297206	6008.0	31.1	64
bin.180	Contig136321688	8001.0	40.2	63
bin.180	Contig137109932	6239.0	29.2	67
bin.180	Contig137109933	5009.0	31.5	65
bin.180	Contig137109934	6832.0	29.5	65
bin.180	Contig137305391	17870.0	33.0	62
bin.180	Contig137323614	9312.0	32.3	64
bin.180	Contig138974761	13395.0	44.1	63
bin.180	Contig139728301	13707.0	32.8	61
bin.180	Contig139728303	6828.0	31.4	62
bin.180	Contig139771253	10145.0	32.0	64
bin.180	Contig139771254	14691.0	31.5	61
bin.180	Contig139771255	8902.0	34.6	62
bin.180	Contig140046723	13610.0	48.3	59
bin.180	Contig140049142	11199.0	34.6	63
bin.180	Contig140445071	13437.0	31.5	62
bin.180	Contig141027774	9388.0	31.4	63
bin.180	Contig141058598	7168.0	33.1	61
bin.180	Contig141064780	7120.0	31.1	63
bin.180	Contig141101443	11245.0	34.1	62
bin.180	Contig141543099	5779.0	18.0	63
bin.180	Contig142630369	6465.0	29.6	64
bin.180	Contig143017594	6879.0	33.6	64
bin.180	Contig143472069	7824.0	38.4	64
bin.180	Contig143472070	8051.0	31.6	64
bin.180	Contig143583039	5636.0	30.7	62
bin.180	Contig144609541	6220.0	43.3	65
bin.180	Contig145131838	9410.0	35.8	62
bin.180	Contig145298160	11653.0	30.4	64
bin.180	Contig145834472	6156.0	43.7	64
bin.180	Contig146054090	11481.0	30.1	62
bin.180	Contig146447455	9993.0	20.2	62
bin.180	Contig146717700	7646.0	31.1	62
bin.180	Contig147240577	12878.0	30.6	64
bin.180	Contig147240578	16305.0	30.5	65
bin.180	Contig147240580	24670.0	30.8	64
bin.180	Contig147782728	5592.0	36.0	64
bin.180	Contig147782729	7777.0	31.3	64
bin.180	Contig148793746	7209.0	30.6	64
bin.180	Contig148793747	13565.0	30.5	63
bin.180	Contig149843767	11656.0	30.5	62
bin.180	Contig150443405	5775.0	30.7	67
bin.180	Contig150726744	5340.0	29.5	64
bin.180	Contig150825469	5154.0	31.8	66
bin.180	Contig151519025	5776.0	37.6	61
bin.180	Contig151519026	6975.0	32.9	60
bin.180	Contig151531454	9844.0	40.1	60
bin.180	Contig151822123	7457.0	31.6	63
bin.180	Contig152197051	6538.0	33.9	62
bin.180	Contig152293920	5711.0	31.4	60
bin.180	Contig152469077	17505.0	33.9	64
bin.180	Contig152469078	7731.0	35.2	62
bin.180	Contig152481234	6682.0	34.5	64
bin.180	Contig152889120	5147.0	34.8	61
bin.180	Contig152889121	5036.0	34.3	63
bin.180	Contig153579448	9009.0	30.2	64
bin.180	Contig153579450	8574.0	28.4	63
bin.180	Contig154334107	6476.0	43.0	61
bin.180	Contig154344933	22114.0	27.8	58
bin.180	Contig154346097	7941.0	36.2	63
bin.180	Contig154563031	8029.0	25.8	61
bin.180	Contig154705967	19783.0	32.2	64
bin.180	Contig154998799	23972.0	33.8	64
bin.180	Contig155139199	8351.0	30.6	66
bin.180	Contig155296685	8811.0	32.9	59
bin.180	Contig155501603	5339.0	32.7	62
bin.180	Contig155569931	13954.0	35.2	64
bin.376	Contig1003758	5586.0	12.4	56
bin.376	Contig1185732	5958.0	14.2	55
bin.376	Contig3505439	8934.0	12.9	57
bin.376	Contig4970369	6084.0	13.6	56
bin.376	Contig8334202	5141.0	13.7	55
bin.376	Contig11190085	6782.0	13.7	55
bin.376	Contig12681019	9738.0	13.5	54
bin.376	Contig13041959	6612.0	13.1	53
bin.376	Contig15006355	7271.0	13.1	56
bin.376	Contig15065801	5767.0	13.8	56
bin.376	Contig18247281	6807.0	12.5	55
bin.376	Contig18557670	5027.0	5.8	54
bin.376	Contig20492927	5356.0	13.2	56
bin.376	Contig23390376	8113.0	13.1	56
bin.376	Contig27559729	5790.0	10.4	55
bin.376	Contig33897669	5153.0	13.7	59
bin.376	Contig37040088	7111.0	13.8	56
bin.376	Contig37585589	5611.0	12.2	56
bin.376	Contig39516248	21842.0	13.8	56
bin.376	Contig40265551	5102.0	12.4	58
bin.376	Contig43294767	6583.0	9.1	56
bin.376	Contig44119043	7556.0	14.5	56
bin.376	Contig44523392	11505.0	15.2	55
bin.376	Contig45366420	7024.0	11.9	54
bin.376	Contig45610760	8082.0	14.1	55
bin.376	Contig49339484	5490.0	14.4	55
bin.376	Contig49750729	8348.0	15.9	53
bin.376	Contig50324302	6008.0	12.8	56
bin.376	Contig53090661	5997.0	13.7	56
bin.376	Contig53422116	5096.0	12.1	56
bin.376	Contig60271678	5788.0	14.8	55
bin.376	Contig67819893	5451.0	13.6	55
bin.376	Contig68545091	6883.0	13.9	54
bin.376	Contig69292961	6985.0	12.5	56
bin.376	Contig69377732	8019.0	12.9	55
bin.376	Contig73631786	6436.0	13.5	57
bin.376	Contig77132343	5095.0	12.7	56
bin.376	Contig77440815	5864.0	11.6	56
bin.376	Contig77618024	5783.0	14.9	56
bin.376	Contig77686342	5027.0	12.9	56
bin.376	Contig77686344	10502.0	12.9	55
bin.376	Contig82335513	6292.0	12.2	57
bin.376	Contig83800831	5784.0	14.4	56
bin.376	Contig86430371	8240.0	12.2	56
bin.376	Contig87711435	5746.0	14.6	54
bin.376	Contig98571814	6037.0	13.2	54
bin.376	Contig104446068	5972.0	13.8	57
bin.376	Contig104558178	8856.0	13.4	55
bin.376	Contig105488769	8454.0	15.3	55
bin.376	Contig106442357	9138.0	12.9	59
bin.376	Contig107261978	5595.0	5.6	55
bin.376	Contig112218053	7343.0	14.7	57
bin.376	Contig113034339	5017.0	13.2	55
bin.376	Contig113449485	6892.0	12.7	55
bin.376	Contig113573454	5749.0	13.3	58
bin.376	Contig116208280	8681.0	12.9	55
bin.376	Contig116232274	7613.0	13.6	58
bin.376	Contig118369915	13992.0	13.0	55
bin.376	Contig118518641	6754.0	12.1	57
bin.376	Contig121515793	6267.0	13.4	56
bin.376	Contig123436921	6063.0	6.0	55
bin.376	Contig123646915	5114.0	13.2	56
bin.376	Contig126329325	9284.0	12.9	56
bin.376	Contig127633255	5023.0	12.1	55
bin.376	Contig129025997	5588.0	14.9	56
bin.376	Contig130094602	6027.0	11.1	56
bin.376	Contig131831480	7257.0	13.6	56
bin.376	Contig132251436	5865.0	11.5	58
bin.376	Contig136718626	5817.0	12.1	56
bin.376	Contig141199440	5525.0	13.5	54
bin.376	Contig141598355	6279.0	11.9	56
bin.376	Contig141629056	8073.0	13.0	56
bin.376	Contig142594147	5800.0	13.2	56
bin.376	Contig143459657	13551.0	11.0	54
bin.376	Contig144388477	11896.0	12.3	55
bin.376	Contig144634146	6989.0	12.5	57
bin.376	Contig144831305	10057.0	13.6	55
bin.376	Contig148158623	5663.0	14.1	54
bin.376	Contig151320650	5423.0	11.6	56
bin.376	Contig152702697	5669.0	13.2	57
bin.376	Contig152870564	5305.0	12.7	54
bin.376	Contig153456969	11458.0	13.2	56
bin.376	Contig154135374	5910.0	11.9	54
bin.324	Contig1374270	17539.0	15.3	59
bin.324	Contig1374272	217808.0	15.5	58
bin.324	Contig1374273	141452.0	16.3	55
bin.324	Contig2320749	52571.0	15.9	57
bin.324	Contig2465579	21745.0	15.5	58
bin.324	Contig14023179	17735.0	16.8	56
bin.324	Contig14298473	43481.0	15.6	56
bin.324	Contig27646669	184645.0	15.8	56
bin.324	Contig27646670	64373.0	16.0	57
bin.324	Contig34225402	34018.0	15.1	58
bin.324	Contig34675120	33766.0	15.0	59
bin.324	Contig49767394	41347.0	16.0	56
bin.324	Contig60259364	75504.0	16.3	57
bin.324	Contig61997028	52902.0	15.7	57
bin.324	Contig75665730	5559.0	19.3	54
bin.324	Contig82599740	27286.0	15.8	57
bin.324	Contig87890615	34295.0	15.1	57
bin.324	Contig105818016	12407.0	15.0	58
bin.324	Contig112105659	188944.0	15.8	55
bin.324	Contig112105660	11207.0	15.9	59
bin.324	Contig113093377	248562.0	16.1	56
bin.324	Contig117284930	65069.0	16.1	59
bin.324	Contig120380589	62869.0	16.6	54
bin.324	Contig122705807	175006.0	16.2	54
bin.324	Contig122891709	53666.0	15.9	58
bin.324	Contig126647912	66120.0	15.9	59
bin.324	Contig126665831	68410.0	16.5	55
bin.324	Contig127176862	43653.0	15.5	59
bin.324	Contig129219031	78579.0	17.9	52
bin.324	Contig136284999	20198.0	16.0	57
bin.324	Contig136285000	12096.0	16.2	58
bin.324	Contig143521312	209354.0	16.0	56
bin.324	Contig146502577	38045.0	16.7	53
bin.324	Contig147973309	14156.0	16.2	58
bin.324	Contig151042020	13366.0	15.2	58
bin.324	Contig152683926	491472.0	15.5	58
bin.035	Contig14784940	9436.0	6.6	63
bin.035	Contig20005472	5939.0	5.0	63
bin.035	Contig33880044	5349.0	6.9	64
bin.035	Contig33880045	5172.0	5.7	63
bin.035	Contig33952622	5428.0	7.2	64
bin.035	Contig45199857	5782.0	6.5	64
bin.035	Contig49728386	5509.0	5.5	64
bin.035	Contig55968884	5924.0	7.0	63
bin.035	Contig56002333	7635.0	5.6	62
bin.035	Contig73363774	5770.0	5.9	62
bin.035	Contig73517753	5513.0	6.4	63
bin.035	Contig74696769	6481.0	5.8	64
bin.035	Contig77743599	6641.0	6.9	63
bin.035	Contig79132617	9330.0	6.7	63
bin.035	Contig81170508	5783.0	5.4	62
bin.035	Contig94995474	5645.0	6.9	64
bin.035	Contig98232621	5671.0	5.7	61
bin.035	Contig99342747	6378.0	6.7	63
bin.035	Contig101837407	5211.0	7.2	65
bin.035	Contig102682066	13321.0	6.6	64
bin.035	Contig103881269	8856.0	6.1	63
bin.035	Contig104504982	5739.0	5.7	64
bin.035	Contig104887727	6671.0	5.9	64
bin.035	Contig109941818	6185.0	5.8	64
bin.035	Contig119897211	7125.0	6.6	63
bin.035	Contig121074035	7681.0	6.5	64
bin.035	Contig127364253	5405.0	5.4	63
bin.035	Contig127711525	9216.0	5.9	63
bin.035	Contig128271324	5449.0	5.7	63
bin.035	Contig128766271	10389.0	6.0	62
bin.035	Contig128766272	5497.0	5.9	63
bin.035	Contig129605627	10833.0	6.0	62
bin.035	Contig131153926	6928.0	5.8	65
bin.035	Contig131153927	5109.0	5.9	64
bin.035	Contig133149651	6695.0	4.6	65
bin.035	Contig133227945	5024.0	5.9	63
bin.035	Contig137537922	5657.0	6.8	62
bin.035	Contig138675286	6533.0	6.1	62
bin.035	Contig138962525	7044.0	5.6	62
bin.035	Contig140941824	5812.0	5.8	63
bin.035	Contig142624161	5456.0	6.2	63
bin.035	Contig142839146	5166.0	5.7	63
bin.035	Contig154450830	5423.0	6.5	63
bin.035	Contig154569180	8978.0	7.0	64
bin.414	Contig4169972	7382.0	10.0	69
bin.414	Contig11592817	5559.0	10.5	69
bin.414	Contig13429908	6020.0	9.8	67
bin.414	Contig14828096	5385.0	9.8	70
bin.414	Contig21481336	5181.0	9.3	66
bin.414	Contig23983802	8466.0	9.4	69
bin.414	Contig31812741	6341.0	9.1	68
bin.414	Contig33211170	5785.0	9.5	69
bin.414	Contig33211171	11596.0	10.2	69
bin.414	Contig38583469	5652.0	9.1	67
bin.414	Contig44174348	5842.0	10.2	68
bin.414	Contig52392912	6895.0	8.7	71
bin.414	Contig53124258	12199.0	9.8	66
bin.414	Contig59086549	8271.0	9.3	69
bin.414	Contig60990675	7939.0	9.3	65
bin.414	Contig69627170	7160.0	9.7	69
bin.414	Contig77715050	16929.0	9.3	68
bin.414	Contig79540518	6781.0	8.7	68
bin.414	Contig80397467	5849.0	8.5	70
bin.414	Contig80872599	6388.0	8.9	66
bin.414	Contig80872600	5561.0	9.0	69
bin.414	Contig86101671	5028.0	10.0	70
bin.414	Contig89167165	5155.0	10.8	70
bin.414	Contig91967292	6081.0	10.1	68
bin.414	Contig94872853	8975.0	10.2	66
bin.414	Contig97654703	5528.0	10.0	70
bin.414	Contig99027179	7740.0	9.2	69
bin.414	Contig103740822	6002.0	9.0	68
bin.414	Contig104616598	6211.0	9.2	69
bin.414	Contig105678012	7024.0	9.0	66
bin.414	Contig111721146	6788.0	8.5	70
bin.414	Contig112815367	6313.0	9.2	69
bin.414	Contig114119403	6434.0	10.2	69
bin.414	Contig115340428	5858.0	10.3	66
bin.414	Contig117257241	6751.0	8.4	68
bin.414	Contig123286971	7098.0	8.5	69
bin.414	Contig125764693	5060.0	10.4	66
bin.414	Contig127152771	6627.0	8.9	71
bin.414	Contig127540030	6197.0	10.5	66
bin.414	Contig127825975	5111.0	9.5	66
bin.414	Contig129533499	5506.0	8.4	65
bin.414	Contig131328460	5053.0	10.4	69
bin.414	Contig132164969	8236.0	8.9	67
bin.414	Contig138687602	9663.0	9.2	68
bin.414	Contig142237012	5495.0	9.1	68
bin.414	Contig142857490	5162.0	10.7	68
bin.414	Contig144777038	5630.0	8.4	67
bin.414	Contig146189055	7047.0	10.3	69
bin.414	Contig146699262	6884.0	10.0	70
bin.414	Contig147080678	5089.0	9.5	68
bin.414	Contig149368103	5784.0	8.2	68
bin.414	Contig150498964	5397.0	8.3	68
bin.414	Contig150862567	5861.0	9.0	69
bin.414	Contig151203092	5415.0	9.2	69
bin.414	Contig153996694	5200.0	10.4	64
bin.414	Contig154488290	9951.0	9.4	68
bin.414	Contig154687444	6019.0	10.0	69
bin.414	Contig155340402	5604.0	10.5	71
bin.414	Contig156469337	6423.0	9.1	67
bin.414	Contig156530286	5002.0	10.4	67
bin.351	Contig21831	6319.0	34.3	60
bin.351	Contig1683497	5381.0	26.5	62
bin.351	Contig4004887	7892.0	33.3	59
bin.351	Contig6625775	5933.0	30.6	61
bin.351	Contig6625777	6570.0	31.0	59
bin.351	Contig6625779	8714.0	31.0	59
bin.351	Contig8710846	5901.0	36.6	58
bin.351	Contig8947246	5258.0	29.3	61
bin.351	Contig8947250	5901.0	28.8	62
bin.351	Contig9415453	8356.0	27.6	60
bin.351	Contig15970228	8977.0	25.6	60
bin.351	Contig15985541	5331.0	30.1	61
bin.351	Contig16233666	5224.0	12.0	61
bin.351	Contig16450141	5257.0	31.4	60
bin.351	Contig16937305	5111.0	23.3	60
bin.351	Contig17250815	5687.0	32.5	60
bin.351	Contig18155981	11741.0	35.0	57
bin.351	Contig19385263	13992.0	30.8	58
bin.351	Contig20492876	5001.0	33.1	59
bin.351	Contig20504473	5835.0	32.7	60
bin.351	Contig22878679	5684.0	30.6	62
bin.351	Contig23184668	13379.0	28.0	61
bin.351	Contig23341645	8559.0	33.7	59
bin.351	Contig23341646	15849.0	27.9	60
bin.351	Contig24136772	7949.0	30.4	60
bin.351	Contig24202375	7093.0	25.6	59
bin.351	Contig24202383	6941.0	27.1	60
bin.351	Contig24671486	5846.0	27.2	62
bin.351	Contig27340977	5007.0	27.2	60
bin.351	Contig28552126	13550.0	31.2	60
bin.351	Contig28874340	13507.0	28.5	60
bin.351	Contig29399034	6263.0	31.3	58
bin.351	Contig29508278	9131.0	26.4	59
bin.351	Contig30816225	6727.0	24.3	60
bin.351	Contig31714203	8676.0	28.0	60
bin.351	Contig32275240	9406.0	26.4	62
bin.351	Contig33764832	7434.0	23.6	61
bin.351	Contig33764835	6948.0	29.0	62
bin.351	Contig34004138	5708.0	30.6	61
bin.351	Contig34555520	6604.0	25.2	63
bin.351	Contig35031860	18335.0	30.0	60
bin.351	Contig35631197	6814.0	25.8	61
bin.351	Contig35746877	8227.0	31.0	61
bin.351	Contig35900764	5474.0	29.3	59
bin.351	Contig36401318	40469.0	26.5	57
bin.351	Contig36605257	10537.0	26.0	62
bin.351	Contig37068017	11785.0	28.6	60
bin.351	Contig37426414	7359.0	25.3	60
bin.351	Contig37888551	10403.0	28.5	60
bin.351	Contig38433807	6345.0	29.4	56
bin.351	Contig40519307	6342.0	38.6	54
bin.351	Contig41365050	5482.0	34.3	58
bin.351	Contig41493033	9459.0	27.5	61
bin.351	Contig41862121	14278.0	32.4	60
bin.351	Contig42995677	11179.0	28.0	62
bin.351	Contig42995680	5426.0	29.8	59
bin.351	Contig43135527	6836.0	27.2	60
bin.351	Contig44257411	13015.0	34.7	60
bin.351	Contig44602353	13319.0	28.6	61
bin.351	Contig44602355	9205.0	24.1	59
bin.351	Contig44602356	6564.0	25.0	59
bin.351	Contig45072488	5211.0	28.9	61
bin.351	Contig46649902	5296.0	26.0	59
bin.351	Contig48795122	7664.0	34.5	61
bin.351	Contig49110786	6606.0	28.9	61
bin.351	Contig49110788	5286.0	26.0	60
bin.351	Contig49997335	6181.0	34.2	61
bin.351	Contig51947630	10093.0	25.3	63
bin.351	Contig53108361	7685.0	31.0	59
bin.351	Contig53492797	11830.0	36.5	56
bin.351	Contig53492798	8942.0	34.4	58
bin.351	Contig53655208	6027.0	26.9	60
bin.351	Contig53766877	5565.0	28.9	60
bin.351	Contig53939829	6487.0	28.6	61
bin.351	Contig54438204	5654.0	26.8	61
bin.351	Contig54594702	8453.0	32.2	60
bin.351	Contig55030199	12802.0	28.3	61
bin.351	Contig55030200	8378.0	21.9	62
bin.351	Contig56159205	11921.0	25.0	61
bin.351	Contig56607200	6841.0	28.4	60
bin.351	Contig57823668	5069.0	31.3	63
bin.351	Contig58176926	5384.0	29.1	59
bin.351	Contig58244314	7187.0	28.1	60
bin.351	Contig58244316	5454.0	33.3	60
bin.351	Contig58244317	13391.0	36.3	57
bin.351	Contig58458775	6191.0	26.5	59
bin.351	Contig58458776	13609.0	27.2	57
bin.351	Contig58721614	5680.0	34.1	61
bin.351	Contig58789791	6669.0	24.5	61
bin.351	Contig58979628	7309.0	32.0	60
bin.351	Contig59214872	12834.0	33.5	60
bin.351	Contig60535070	6043.0	31.2	60
bin.351	Contig61300011	5348.0	29.7	62
bin.351	Contig62893717	9259.0	25.8	62
bin.351	Contig62893718	6031.0	26.1	59
bin.351	Contig64272368	16094.0	30.6	58
bin.351	Contig67018256	5631.0	27.2	59
bin.351	Contig67408713	7632.0	30.8	61
bin.351	Contig67463477	7931.0	26.9	64
bin.351	Contig67463480	5125.0	32.0	61
bin.351	Contig68703391	5517.0	30.3	60
bin.351	Contig68896511	8157.0	27.1	60
bin.351	Contig71349350	5186.0	28.9	61
bin.351	Contig71878282	7313.0	24.7	58
bin.351	Contig72048669	10216.0	24.8	61
bin.351	Contig72327457	8798.0	28.7	58
bin.351	Contig72942310	7851.0	31.5	59
bin.351	Contig73700201	6018.0	33.9	59
bin.351	Contig73751932	5201.0	27.2	61
bin.351	Contig73830695	9268.0	29.0	61
bin.351	Contig74195480	7000.0	27.0	60
bin.351	Contig75545987	5497.0	29.7	60
bin.351	Contig77549400	6739.0	31.3	61
bin.351	Contig77904220	9425.0	32.1	60
